release_group_mbid,artist_mbid,n_releases,album_type,genre_name,genre_votes,dz_artist_id,dz_name,sc_artist_id
1bd0767d-756b-3023-bf84-ca475fea487a,785c0e9c-89f6-4bf4-8296-443a46632d62,2,Studio,hip hop,1,390,Booba,522394
9ce73eb5-8929-4934-9cb9-6d386c92762e,012151a8-0f9a-44c9-997f-ebd68b5389f9,13,Studio,electronic,2,416239,Imagine Dragons,1188385
e5495719-b3ad-3eea-a533-fb70af43c23d,650e7db6-b795-4eb5-a702-5ea2fc46c848,209,Studio,dance-pop,15,75491,Lady Gaga,522177
9c5aa9d2-068b-4626-b352-ae6f4f4e0b15,cc197bad-dc9c-440d-a5b5-d52ba2e14234,16,Studio,ambient,2,892,Coldplay,555560
15818ec5-bf34-47de-a4e5-260f98828d64,73e5e69d-3554-40d8-8516-00cb38737a1c,25,Studio,europop,1,564,Rihanna,520084
49230064-f1f2-3bb7-9cbf-354b9cb786e3,847e8a0c-cc20-4213-9e16-975515c2a926,5,Studio,pop,1,198,Céline Dion,60087
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,alternative r&b,2,4050205,The Weeknd,856411
caef5f01-8568-4573-8458-c9e99ff7c734,012151a8-0f9a-44c9-997f-ebd68b5389f9,44,Studio,pop,4,416239,Imagine Dragons,1188385
b98ab05b-0884-4de1-98ac-026651f6124c,ce155ad5-afc8-4398-bf38-c99f02cd0814,2,Studio,,NA,4842061,Naps,3690398
3c909a83-6c50-47c6-864a-8ca65126f148,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,8,Studio,hip hop,1,5111084,Lomepal,1180989
aa61c278-bbe2-4e97-90e7-9b227e0b49d3,012151a8-0f9a-44c9-997f-ebd68b5389f9,10,Studio,pop,2,416239,Imagine Dragons,1188385
71afa9d6-3d3f-4ec5-b765-ac80bdae378e,302bd7b9-d012-4360-897a-93b00c855680,6,Studio,electronic,3,542,David Guetta,572836
c24e5416-cd2e-4cff-851b-5faa78db98a2,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,55,Studio,rock,2,384236,Ed Sheeran,860349
d6cfccc8-026d-4028-b567-4f762354ff91,ab2528d9-719f-4261-8098-21849222a0f2,8,Studio,art pop,1,310260,Stromae,828329
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,electro house,5,4050205,The Weeknd,856411
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,nu disco,1,4050205,The Weeknd,856411
eb7e06e8-ad06-4ffa-9270-56e355330ede,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
f8d1be3f-ad7c-41cf-ba4f-ad783dc4e0a2,9ff87295-bdfc-46fc-b605-456cc39d84ca,5,Studio,hip hop,1,259729,Alonzo,627192
e5495719-b3ad-3eea-a533-fb70af43c23d,650e7db6-b795-4eb5-a702-5ea2fc46c848,209,Studio,new wave,2,75491,Lady Gaga,522177
ae064a9b-6428-48b9-82b0-a7d85b9c4449,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
2eb49f55-ad2a-43fa-a54f-90d0759d7f62,2f548675-008d-4332-876c-108b0c7ab9c5,17,Studio,electropop,2,3469,Sia,567274
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,synth-pop,5,4050205,The Weeknd,856411
c50b180a-12c9-3153-8ba5-eac6a6537d6f,cc197bad-dc9c-440d-a5b5-d52ba2e14234,34,Studio,piano rock,2,892,Coldplay,555560
fb0e1291-2bc5-4935-af67-0a0863e24302,da04991d-8e8a-43be-9892-1e6342a77410,2,Studio,cloud rap,1,1519461,PNL,1936284
15818ec5-bf34-47de-a4e5-260f98828d64,73e5e69d-3554-40d8-8516-00cb38737a1c,25,Studio,dance-pop,2,564,Rihanna,520084
7815e9a2-4a1c-4bf3-b8d3-48a794090218,650e7db6-b795-4eb5-a702-5ea2fc46c848,16,Studio,big band,1,75491,Lady Gaga,522177
5735e3cf-f0f6-4163-83a7-5dd09d98af5f,e52815f0-0db9-49b2-acb7-1af6b2dfa936,4,Studio,dance,1,13011,Soprano,627188
65293bd0-a326-4178-b2fb-8f68d0065223,785c0e9c-89f6-4bf4-8296-443a46632d62,3,Studio,,NA,390,Booba,522394
add66ff4-a30b-45b5-a0a0-3eb480d261e2,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Studio,progressive house,1,892,Coldplay,555560
48d0bd2b-0507-334b-8b67-6ab3897b9a3b,847e8a0c-cc20-4213-9e16-975515c2a926,12,Studio,rock,1,198,Céline Dion,60087
be725de4-4633-3c8a-9a03-f2c4392b6e0d,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,17,Studio,horrorcore,4,13,Eminem,57633
fb0e1291-2bc5-4935-af67-0a0863e24302,da04991d-8e8a-43be-9892-1e6342a77410,2,Studio,hip hop,1,1519461,PNL,1936284
843bf393-cfe2-39f1-a0d3-83be0aff6981,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,house,1,4050205,The Weeknd,856411
14f83b04-2b9e-4974-9169-476f26475be3,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,36,Studio,alternative r&b,4,4050205,The Weeknd,856411
2048c2dd-7e1f-3798-b3d7-ffb110ed0270,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
7384b4c9-5c86-4029-b931-d0d2b21be4e8,070a4a70-705b-41ba-a30a-cac559c781f8,2,Studio,,NA,162665,SCH,5263675
266a2e55-faee-4c78-a481-13bd3f30c0b5,012151a8-0f9a-44c9-997f-ebd68b5389f9,2,Live,alternative rock,1,416239,Imagine Dragons,1188385
8c96a577-2d35-404d-9d3f-c45813fea935,2f548675-008d-4332-876c-108b0c7ab9c5,11,Studio,pop,6,3469,Sia,567274
e45c32be-8e8b-48b5-8bbb-60f1a3115532,cc197bad-dc9c-440d-a5b5-d52ba2e14234,16,Studio,pop,1,892,Coldplay,555560
b4f0a78c-ca71-4aaa-9d14-d29281a456d3,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,4,Live,pop,1,4050205,The Weeknd,856411
78570bea-2a26-467c-a3db-c52723ceb394,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,35,Studio,contemporary r&b,9,4050205,The Weeknd,856411
d9390962-495f-466e-8674-e705e660ed8b,da04991d-8e8a-43be-9892-1e6342a77410,7,Studio,hip hop,1,1519461,PNL,1936284
c169f440-90bf-4a0b-aa6a-c83072bd7eed,cc197bad-dc9c-440d-a5b5-d52ba2e14234,11,Studio,electronic,1,892,Coldplay,555560
8a90f0f8-06bd-36fa-9345-15405c26a26b,847e8a0c-cc20-4213-9e16-975515c2a926,6,Studio,pop,2,198,Céline Dion,60087
b441552e-08db-3c00-b04c-f518db8bc619,302bd7b9-d012-4360-897a-93b00c855680,13,Studio,electropop,1,542,David Guetta,572836
15818ec5-bf34-47de-a4e5-260f98828d64,73e5e69d-3554-40d8-8516-00cb38737a1c,25,Studio,dubstep,2,564,Rihanna,520084
e2e32aad-c228-413f-b7e9-2acdeb427721,52315221-8b06-4fb1-bfd3-16057aa4f9e1,1,Studio,,NA,14621667,Koba LaD,4814922
f64c9ecc-9eae-4600-8438-7ac279ce3e35,650e7db6-b795-4eb5-a702-5ea2fc46c848,5,Live,easy listening,2,75491,Lady Gaga,522177
a1084754-8bb5-3ebc-bbd2-6a27d48e798a,cc197bad-dc9c-440d-a5b5-d52ba2e14234,50,Studio,pop,4,892,Coldplay,555560
6d5ebe22-538c-4a02-b22a-5d3863601c58,070a4a70-705b-41ba-a30a-cac559c781f8,4,Studio,,NA,162665,SCH,5263675
2068661d-b968-402f-adc9-bc42dda441a9,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,18,Studio,pop,3,384236,Ed Sheeran,860349
233bd660-b3a0-478e-a60c-056e2aeeddd7,cc197bad-dc9c-440d-a5b5-d52ba2e14234,8,Live,rock,1,892,Coldplay,555560
aa3a9a1a-dee7-4cfd-834b-60e3c6ad2903,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
aa366795-92d7-4d67-91fa-6741f82a4858,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,60,Studio,synth-pop,4,8706544,Dua Lipa,5250517
95939f17-344f-4377-a978-e0218063caa5,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,2,Studio,hardcore hip hop,1,5175734,Vald,950572
9bffed76-3f7a-447a-8391-84f583abb1cb,070a4a70-705b-41ba-a30a-cac559c781f8,2,Studio,pop rap,1,162665,SCH,5263675
396037a2-ef52-3421-87d0-3d09657ec400,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
803cd8b6-abc6-4e18-b457-4b51f5ec7453,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6,2,Studio,dancehall,1,9930130,Djadja & Dinaz,3864820
27da3ef8-f3b0-47bf-898d-9bdf4af7fc04,cc197bad-dc9c-440d-a5b5-d52ba2e14234,17,Studio,hip hop,1,892,Coldplay,555560
d50a7169-5424-3940-8d57-fa175632dc98,847e8a0c-cc20-4213-9e16-975515c2a926,2,Live,pop,2,198,Céline Dion,60087
da7c7021-bd34-45e7-bae3-a1d14bbd98c2,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,4,Studio,,NA,292949,Dinos,1136202
b5490899-e2ba-47c8-b55b-7c37bf074d7c,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,2,Studio,,NA,5542343,Ninho,4847604
14f83b04-2b9e-4974-9169-476f26475be3,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,36,Studio,art pop,1,4050205,The Weeknd,856411
b394a5f3-0e37-4207-afd0-808da01ec4b9,8e6c44df-06fc-4852-83d0-ef0efed6630a,2,Studio,,NA,1191615,Jul,2265158
b14eccba-5767-4a25-afaa-ec298534db49,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,pop rock,1,892,Coldplay,555560
2f215175-266c-4945-b622-8c4f8cb0d4fb,cc197bad-dc9c-440d-a5b5-d52ba2e14234,5,Live,pop rock,2,892,Coldplay,555560
accd791c-5948-4414-8ae2-16b71f487863,650e7db6-b795-4eb5-a702-5ea2fc46c848,20,Studio,dance-pop,6,75491,Lady Gaga,522177
815b31d8-b972-48a7-b74a-38c49a277676,650e7db6-b795-4eb5-a702-5ea2fc46c848,24,Studio,electronic,1,75491,Lady Gaga,522177
d5101629-37e2-4a85-b4d5-9df087767e88,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,14,Studio,pop,2,384236,Ed Sheeran,860349
acc73398-4cf6-3603-a329-b518cada9f7f,302bd7b9-d012-4360-897a-93b00c855680,6,Studio,electronic,3,542,David Guetta,572836
de9470f4-f4a3-4ddf-967b-ac77c886ad49,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,15,Studio,contemporary r&b,3,4050205,The Weeknd,856411
5628bc44-c89b-4af6-9b76-f266d09be63c,2f548675-008d-4332-876c-108b0c7ab9c5,14,Studio,electro,1,3469,Sia,567274
b14eccba-5767-4a25-afaa-ec298534db49,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,britpop,1,892,Coldplay,555560
29e6caba-47bb-461a-8e9a-dc11a61c0e69,52315221-8b06-4fb1-bfd3-16057aa4f9e1,6,Studio,,NA,14621667,Koba LaD,4814922
152b454f-36c5-49ac-814d-6948574ddd8e,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,5,Studio,pop,1,4889156,Clara Luciani,4290170
d50a7169-5424-3940-8d57-fa175632dc98,847e8a0c-cc20-4213-9e16-975515c2a926,2,Live,synth-pop,1,198,Céline Dion,60087
7c6de97d-bf6a-4793-82f5-f142baed33e6,73e5e69d-3554-40d8-8516-00cb38737a1c,21,Studio,house,2,564,Rihanna,520084
aa366795-92d7-4d67-91fa-6741f82a4858,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,60,Studio,disco,1,8706544,Dua Lipa,5250517
b441552e-08db-3c00-b04c-f518db8bc619,302bd7b9-d012-4360-897a-93b00c855680,13,Studio,house,5,542,David Guetta,572836
c24e5416-cd2e-4cff-851b-5faa78db98a2,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,55,Studio,alternative rock,2,384236,Ed Sheeran,860349
6b16dd63-4470-3747-9b6d-f802ea746ac5,847e8a0c-cc20-4213-9e16-975515c2a926,11,Studio,rock,1,198,Céline Dion,60087
dbc4727d-320c-3868-beb0-e25c0586a4ee,847e8a0c-cc20-4213-9e16-975515c2a926,21,Studio,pop,7,198,Céline Dion,60087
1522e323-5446-3a8b-9348-63fe2a9de547,cc197bad-dc9c-440d-a5b5-d52ba2e14234,2,Live,,NA,892,Coldplay,555560
974d3660-cf9b-3e12-abeb-6ce977d652b0,847e8a0c-cc20-4213-9e16-975515c2a926,14,Studio,pop,7,198,Céline Dion,60087
accd791c-5948-4414-8ae2-16b71f487863,650e7db6-b795-4eb5-a702-5ea2fc46c848,20,Studio,eurodance,2,75491,Lady Gaga,522177
c0becc95-d235-489a-a080-07e05f177d99,ce155ad5-afc8-4398-bf38-c99f02cd0814,1,Studio,,NA,4842061,Naps,3690398
a2709bdb-e16e-4f71-b1aa-cc68119fb782,302bd7b9-d012-4360-897a-93b00c855680,26,Studio,dance-pop,2,542,David Guetta,572836
bbbe872a-4a3c-455a-b98e-4a0b5a1e41af,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,4,Studio,hip hop,1,292949,Dinos,1136202
064553c2-1e09-482c-9859-cb0d9605460a,650e7db6-b795-4eb5-a702-5ea2fc46c848,1,Live,,NA,75491,Lady Gaga,522177
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,ambient,1,4050205,The Weeknd,856411
48d0bd2b-0507-334b-8b67-6ab3897b9a3b,847e8a0c-cc20-4213-9e16-975515c2a926,12,Studio,electronic,1,198,Céline Dion,60087
763d3499-e280-4795-89a4-08e5b5ad1fd3,74def643-c770-470d-a0b5-21c0fa60069e,3,Studio,,NA,4448630,Maes,5278902
add66ff4-a30b-45b5-a0a0-3eb480d261e2,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Studio,electronic,1,892,Coldplay,555560
05ce100c-eddf-4967-8d7e-33fc0883fe39,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,34,Studio,rock,2,384236,Ed Sheeran,860349
37bcaf16-0838-47d3-9e0d-2d6282e9634b,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,2,Live,,NA,384236,Ed Sheeran,860349
b1fdc9cc-8680-44da-abab-59edca6b2ad3,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,30,Studio,pop rap,3,13,Eminem,57633
0e65a491-fc5f-4e90-881a-1b8aca3967c4,cf580d82-3f3e-4b86-8874-7e0fbe794f01,3,Studio,zouk,1,8909272,Aya Nakamura,4843823
a7574449-08d7-4fb2-86c8-a442d00e3d09,650e7db6-b795-4eb5-a702-5ea2fc46c848,1,Live,,NA,75491,Lady Gaga,522177
a85b8aff-fcbc-4431-95ba-d8c20bbfb77e,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,23,Studio,trap soul,1,4050205,The Weeknd,856411
9ce73eb5-8929-4934-9cb9-6d386c92762e,012151a8-0f9a-44c9-997f-ebd68b5389f9,13,Studio,pop,2,416239,Imagine Dragons,1188385
2eb49f55-ad2a-43fa-a54f-90d0759d7f62,2f548675-008d-4332-876c-108b0c7ab9c5,17,Studio,electronic,2,3469,Sia,567274
d90d5240-d510-3d82-95ba-13c6624ea28c,847e8a0c-cc20-4213-9e16-975515c2a926,21,Studio,rock,3,198,Céline Dion,60087
2e1cc0aa-c100-445d-9221-548d8e099bfa,da04991d-8e8a-43be-9892-1e6342a77410,2,Studio,alternative hip hop,1,1519461,PNL,1936284
2caa6415-bf30-3870-bf7a-0b1db8b16d48,2f548675-008d-4332-876c-108b0c7ab9c5,10,Studio,electronic,3,3469,Sia,567274
c7b13e1c-c366-3a85-a574-9899eec5c3cc,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
0f57afb5-040c-4714-8d99-029bfe555ea7,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,2,Studio,,NA,74463,Timal,3964938
589cef01-7e64-41ce-be59-267d794b3190,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,1,Live,hip hop,2,13,Eminem,57633
09b86375-0965-3fc0-8fc5-7d583c4b52f1,847e8a0c-cc20-4213-9e16-975515c2a926,6,Studio,pop,1,198,Céline Dion,60087
947e9c97-0e52-42fe-be5d-fb6a3dd977b8,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,trance,1,4050205,The Weeknd,856411
ea1d0073-b586-3545-8607-f2632d53b0c0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,19,Studio,hardcore hip hop,3,13,Eminem,57633
9c5aa9d2-068b-4626-b352-ae6f4f4e0b15,cc197bad-dc9c-440d-a5b5-d52ba2e14234,16,Studio,downtempo,2,892,Coldplay,555560
25ef00f5-2b12-4cdd-afb2-de7b64f81fba,74def643-c770-470d-a0b5-21c0fa60069e,2,Studio,,NA,4448630,Maes,5278902
d079dc50-fa9b-4a88-90f4-5e8723accd75,ab2528d9-719f-4261-8098-21849222a0f2,8,Studio,electropop,2,310260,Stromae,828329
2caa6415-bf30-3870-bf7a-0b1db8b16d48,2f548675-008d-4332-876c-108b0c7ab9c5,10,Studio,lo-fi,2,3469,Sia,567274
29b926ef-2080-44e9-b9e0-2ed6c25799f9,cc197bad-dc9c-440d-a5b5-d52ba2e14234,6,Live,pop,1,892,Coldplay,555560
795a8d6f-0d4d-4023-bf2e-a6e2dc24e498,ab2528d9-719f-4261-8098-21849222a0f2,1,Live,,NA,310260,Stromae,828329
815b31d8-b972-48a7-b74a-38c49a277676,650e7db6-b795-4eb5-a702-5ea2fc46c848,24,Studio,edm,1,75491,Lady Gaga,522177
64ad146f-304f-3353-9fc2-d21833a830ff,cc197bad-dc9c-440d-a5b5-d52ba2e14234,5,Live,pop rock,2,892,Coldplay,555560
083abbfa-80e9-42c5-becb-14bec338276c,847e8a0c-cc20-4213-9e16-975515c2a926,1,Studio,pop,1,198,Céline Dion,60087
8341c952-694d-4866-870e-df48c9e10f17,012151a8-0f9a-44c9-997f-ebd68b5389f9,19,Studio,pop rock,2,416239,Imagine Dragons,1188385
e5495719-b3ad-3eea-a533-fb70af43c23d,650e7db6-b795-4eb5-a702-5ea2fc46c848,209,Studio,alternative rock,5,75491,Lady Gaga,522177
5d7ae330-db11-36c1-8abd-2fe769e198a5,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
2caa6415-bf30-3870-bf7a-0b1db8b16d48,2f548675-008d-4332-876c-108b0c7ab9c5,10,Studio,pop,4,3469,Sia,567274
8f6cf2c2-9e8c-4068-aa9c-858fb45a72e2,10df38da-1292-4881-bd96-c6dfead3934b,3,Studio,,NA,4087782,Lacrim,859596
266a2e55-faee-4c78-a481-13bd3f30c0b5,012151a8-0f9a-44c9-997f-ebd68b5389f9,2,Live,rock,1,416239,Imagine Dragons,1188385
b05c3c90-db17-3d09-8fa8-28ab7356987d,847e8a0c-cc20-4213-9e16-975515c2a926,8,Studio,pop rock,2,198,Céline Dion,60087
c6403713-aec2-4004-8eba-9a2ee56014fe,e369e789-6f07-4ce8-a70f-e136bc57bf3b,1,Studio,,NA,5288900,Niska,4873189
ba7f498b-325c-4f6e-9217-57c0b8e7a85d,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,1,Live,hip hop,1,13,Eminem,57633
2e1cc0aa-c100-445d-9221-548d8e099bfa,da04991d-8e8a-43be-9892-1e6342a77410,2,Studio,cloud rap,1,1519461,PNL,1936284
05ce100c-eddf-4967-8d7e-33fc0883fe39,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,34,Studio,folk pop,6,384236,Ed Sheeran,860349
1dc4c347-a1db-32aa-b14f-bc9cc507b843,cc197bad-dc9c-440d-a5b5-d52ba2e14234,36,Studio,jazz,1,892,Coldplay,555560
852e109b-d04d-4bc2-a4b0-f0d1817480ec,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,22,Studio,pop,1,384236,Ed Sheeran,860349
38a1cae8-d480-3a44-835a-19b0fe768813,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,13,Studio,pop rap,1,13,Eminem,57633
7c89982d-e6a6-3811-828d-5462a69f0ddf,847e8a0c-cc20-4213-9e16-975515c2a926,20,Studio,pop,9,198,Céline Dion,60087
318f55e9-1c1a-349f-a833-8a1beccd2ff1,cc197bad-dc9c-440d-a5b5-d52ba2e14234,1,Live,,NA,892,Coldplay,555560
632431b2-94bf-466f-8f3d-55d01fd0beef,b2fbd053-4380-412c-95d2-35c6da8f1011,5,Studio,hip hop,1,4429712,GIMS,5263805
715be5e7-3677-35c0-a39a-abf300ff9ba1,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,10,Studio,lo-fi,1,13,Eminem,57633
c50b180a-12c9-3153-8ba5-eac6a6537d6f,cc197bad-dc9c-440d-a5b5-d52ba2e14234,34,Studio,post-britpop,3,892,Coldplay,555560
802d62ee-65c3-4666-8f47-44844321a6a0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,12,Studio,trap,1,13,Eminem,57633
77f0237c-75cf-4953-9215-bf45d4b84e88,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,1,Studio,rock,1,13,Eminem,57633
ca430d35-1e46-4e8c-950a-4259d3fa2090,2f548675-008d-4332-876c-108b0c7ab9c5,14,Studio,pop,3,3469,Sia,567274
4470c8d4-f41b-445d-b8d3-b53857b88dea,cf580d82-3f3e-4b86-8874-7e0fbe794f01,8,Studio,r&b,2,8909272,Aya Nakamura,4843823
ceaa5c39-91c7-4c8a-886c-85b11fa8a1f6,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,30,Studio,electropop,4,4050205,The Weeknd,856411
7e48f018-b774-32e6-a68b-b42db04535c0,73e5e69d-3554-40d8-8516-00cb38737a1c,41,Studio,contemporary r&b,4,564,Rihanna,520084
c358634d-b58d-4635-aca3-246cee2577f0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,35,Studio,pop,2,8706544,Dua Lipa,5250517
e8be049e-0267-4bf2-a00f-9e02e2ee9b3d,a4ab6bb1-2b7e-4d5f-bad6-dcd6b6daa5d6,2,Studio,,NA,9930130,Djadja & Dinaz,3864820
27da3ef8-f3b0-47bf-898d-9bdf4af7fc04,cc197bad-dc9c-440d-a5b5-d52ba2e14234,17,Studio,alternative rock,5,892,Coldplay,555560
51797d3d-7071-30ee-9fb3-d60aad857ef0,73e5e69d-3554-40d8-8516-00cb38737a1c,23,Studio,house,1,564,Rihanna,520084
b6307767-88de-4e46-957a-222ff9968d33,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,4,Studio,hip hop,1,292949,Dinos,1136202
5c132a22-051c-4db0-8a7f-e85733d2b319,8e6c44df-06fc-4852-83d0-ef0efed6630a,2,Studio,,NA,1191615,Jul,2265158
042160ca-6094-42b4-8399-9e0141fa9515,012151a8-0f9a-44c9-997f-ebd68b5389f9,15,Studio,jazz,1,416239,Imagine Dragons,1188385
042160ca-6094-42b4-8399-9e0141fa9515,012151a8-0f9a-44c9-997f-ebd68b5389f9,15,Studio,pop rock,3,416239,Imagine Dragons,1188385
bc217c64-db43-4311-9b73-fca6d25c4ac5,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,27,Studio,horrorcore,3,13,Eminem,57633
3344452a-3da9-4b4f-8954-ae23a86c2ecf,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,43,Studio,pop,5,4050205,The Weeknd,856411
8b8befbe-54fa-4a0a-a7c6-31f6134920c7,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,3,Studio,,NA,12526056,Tayc,5125715
9aae3f3d-028a-3e57-9a75-6df96c5d9b4f,2f548675-008d-4332-876c-108b0c7ab9c5,14,Studio,rock,1,3469,Sia,567274
50de066a-ce00-4907-8c3c-c71e00783b12,8e6c44df-06fc-4852-83d0-ef0efed6630a,3,Studio,,NA,1191615,Jul,2265158
4baf6bab-228a-40a3-9e2a-ef4b9617d5bb,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,1,Studio,,NA,292949,Dinos,1136202
814ab3b3-c283-40ed-97df-caf5f132221e,10df38da-1292-4881-bd96-c6dfead3934b,1,Studio,,NA,4087782,Lacrim,859596
a2709bdb-e16e-4f71-b1aa-cc68119fb782,302bd7b9-d012-4360-897a-93b00c855680,26,Studio,hip house,1,542,David Guetta,572836
4470c8d4-f41b-445d-b8d3-b53857b88dea,cf580d82-3f3e-4b86-8874-7e0fbe794f01,8,Studio,hip hop,2,8909272,Aya Nakamura,4843823
a1084754-8bb5-3ebc-bbd2-6a27d48e798a,cc197bad-dc9c-440d-a5b5-d52ba2e14234,50,Studio,pop rock,12,892,Coldplay,555560
a8e587d1-33d2-4df3-b4a9-dabd497350df,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,7,Studio,hip hop,2,5111084,Lomepal,1180989
b1fdc9cc-8680-44da-abab-59edca6b2ad3,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,30,Studio,hip hop,12,13,Eminem,57633
d6cfccc8-026d-4028-b567-4f762354ff91,ab2528d9-719f-4261-8098-21849222a0f2,8,Studio,hip hop,1,310260,Stromae,828329
7815e9a2-4a1c-4bf3-b8d3-48a794090218,650e7db6-b795-4eb5-a702-5ea2fc46c848,16,Studio,jazz,4,75491,Lady Gaga,522177
7c6de97d-bf6a-4793-82f5-f142baed33e6,73e5e69d-3554-40d8-8516-00cb38737a1c,21,Studio,pop,6,564,Rihanna,520084
61b7b6cd-86a6-4728-9478-b58c93bca8fd,cc197bad-dc9c-440d-a5b5-d52ba2e14234,18,Studio,dream pop,1,892,Coldplay,555560
1fd6e5d5-564c-4924-ae01-b4677c50d866,302bd7b9-d012-4360-897a-93b00c855680,33,Studio,electronic,4,542,David Guetta,572836
409c073c-8414-4f8f-a340-e0661cd5cb5a,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,1,Studio,,NA,12526056,Tayc,5125715
a1084754-8bb5-3ebc-bbd2-6a27d48e798a,cc197bad-dc9c-440d-a5b5-d52ba2e14234,50,Studio,art pop,5,892,Coldplay,555560
bcee64ed-0c2a-4139-bf89-8d8a63fb6a35,cf580d82-3f3e-4b86-8874-7e0fbe794f01,3,Studio,electronic,1,8909272,Aya Nakamura,4843823
de9470f4-f4a3-4ddf-967b-ac77c886ad49,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,15,Studio,r&b,1,4050205,The Weeknd,856411
8e3a931b-5872-4fca-b8ee-407d94b7426f,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,1,Studio,pop rap,1,5542343,Ninho,4847604
b441552e-08db-3c00-b04c-f518db8bc619,302bd7b9-d012-4360-897a-93b00c855680,13,Studio,new rave,1,542,David Guetta,572836
