release_group_name,release_count,first_release_date_year,artist_position,mbid,primary_type_name,secondary_type_name,dz_artist_id,dz_name,sc_artist_id
Le Chant des sirènes,4,2011,0,6cad3ce5-6380-4594-a8da-ae7d273b683d,Album,,259467,Orelsan,789245
Look Up to the Sky,1,2014,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,Live,892,Coldplay,555560
David Guetta - MegaMashup,1,2018,1,302bd7b9-d012-4360-897a-93b00c855680,Single,DJ-mix,542,David Guetta,572836
Another Life (the remixes),2,2017,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Echecs positifs,1,2015,0,d6f204c1-ea79-4ad0-bac3-862faad14130,Album,,7365500,Josman,4816066
This One’s for You (remixes),1,2016,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Stay,4,2004,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Kayna,1,2021,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Nue,1,2019,0,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,Single,,4889156,Clara Luciani,4290170
One Love,3,2009,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Elastic Heart (remix),1,2015,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
New Man,1,2018,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Live 2012,5,2012,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,Live,892,Coldplay,555560
Phoenix,4,2018,0,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Album,,13011,Soprano,627188
J’encaisse,1,2018,0,52315221-8b06-4fb1-bfd3-16057aa4f9e1,Single,,14621667,Koba LaD,4814922
Lose Yourself,8,2002,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,Soundtrack,13,Eminem,57633
Call On Me,1,2022,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Meltdown,2,2014,0,ab2528d9-719f-4261-8098-21849222a0f2,Single,,310260,Stromae,828329
Future Nostalgia,13,2019,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Dirty Sexy Money (feat. Charli XCX & French Montana) [Remixes],1,2017,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
MUGANGA,1,2025,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
DON'T YOU WORRY (David Guetta + DJs From Mars remix),1,2022,2,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Incognito,7,1987,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,,198,Céline Dion,60087
Imany,4,2018,0,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,Album,,292949,Dinos,1136202
"Live au Centre Bell de Montréal, Québec, Canada - 28 & 29 septembre 2015",1,2015,0,ab2528d9-719f-4261-8098-21849222a0f2,Other,Live,310260,Stromae,828329
Pris c'est loin,1,2016,0,71ff695e-896a-4043-aea4-93eadde08d09,Single,,9197980,Damso,4289606
David Guetta - Live at AlUla,1,2024,0,302bd7b9-d012-4360-897a-93b00c855680,Album,Live,542,David Guetta,572836
Tout oublier,1,2018,0,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,Single,,1042268,Angèle,4807932
Upside Down,3,2026,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Mon cœur avait raison,5,2015,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Album,,4429712,GIMS,5263805
Dolce Vita,1,2020,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
STREET X STREET (LAFC),1,2025,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
XO,1,2014,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Mixtape/Street,4050205,The Weeknd,856411
2011-06-25: Glastonbury Festival 2011,2,2011,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,Live,892,Coldplay,555560
"Eh, Eh (Nothing Else I Can Say)",5,2009,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,,75491,Lady Gaga,522177
Shine Your Light,1,2021,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Alive,2,2015,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
XEU,1,2018,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Album,,5175734,Vald,950572
D & D,1,2024,1,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Single,,4803754,Dadju,4884911
Bella,1,2013,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Que ça dure,1,2020,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
Eyes Closed (Overmono remix),2,2023,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
The Hills (Live From The BRITs),1,2016,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Live,4050205,The Weeknd,856411
I’m Still Here,1,2018,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
Ti amo,1,2019,0,ce155ad5-afc8-4398-bf38-c99f02cd0814,Single,,4842061,Naps,3690398
Subliminal,5,2013,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Album,,4429712,GIMS,5263805
Drunk (remixes),1,2012,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Avec toi : The Very Best of the Early Years,2,2002,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
We Are Born,11,2010,0,2f548675-008d-4332-876c-108b0c7ab9c5,Album,,3469,Sia,567274
Small Bump,1,2011,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Rest of My Life (remixes),1,2013,2,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Campaign Speech,1,2016,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Forever Young (Hypaton Remix),3,2024,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
On A,1,2021,0,dae7d996-38fe-4578-bf75-1e2510f522bb,Single,,8873540,Gazo,5496198
Hima,1,2025,0,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Single,,13011,Soprano,627188
On Tour,1,1998,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Just for One Day (Heroes),5,2003,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Caliente,2,2020,0,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,Album,,74463,Timal,3964938
Van Damme,1,2021,0,ee5acbd5-d291-4fe1-a06a-88060b131b77,Single,,604107,SDM,5583003
Mother Monster,1,2012,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Compilation,75491,Lady Gaga,522177
Til' We Overdose,1,2012,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Mixtape/Street,4050205,The Weeknd,856411
iTunes Festival: London 2009,1,2009,0,302bd7b9-d012-4360-897a-93b00c855680,EP,Live,542,David Guetta,572836
Wake Up,1,2019,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Zifukoro,2,2016,0,e369e789-6f07-4ce8-a70f-e136bc57bf3b,Album,,5288900,Niska,4873189
Le monde est méchant (V2),1,2022,0,e369e789-6f07-4ce8-a70f-e136bc57bf3b,Album,,5288900,Niska,4873189
Comportement,1,2017,0,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Single,,8909272,Aya Nakamura,4843823
Céline une seule fois / Live 2013,3,2014,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Live,198,Céline Dion,60087
Formidable,1,2013,0,ab2528d9-719f-4261-8098-21849222a0f2,Single,,310260,Stromae,828329
J'ai ce qu'il faut,1,2025,0,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,Single,,4803754,Dadju,4884911
Coeur brisé,1,2021,0,f4703541-0e73-411f-a5ff-dc8a0cb972ac,Album,,10725097,Yanns,5795763
"2005-06-25: Glastonbury, UK",1,NA,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,Live,892,Coldplay,555560
Unrelease V,1,2000,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Stay (Shahaf Moran Remix),1,2013,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Dirty Sexy Money (GLOWINTHEDARK remix),1,2018,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Let’s Love (DJs From Mars remix),1,2020,1,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Detroit King,1,2015,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Hey Mama,4,2015,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
The Real Slim Shady,6,2000,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
LA RUE,1,2023,1,dae7d996-38fe-4578-bf75-1e2510f522bb,Single,,8873540,Gazo,5496198
Sledgehammer (from the Motion Picture “Star Trek Beyond”),2,2016,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Soundtrack,564,Rihanna,520084
Mercury – Act 2,2,2022,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Album,,416239,Imagine Dragons,1188385
Listen,15,2014,0,302bd7b9-d012-4360-897a-93b00c855680,Album,,542,David Guetta,572836
Magic,1,2025,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Goin' Crazy (Full vocal mix),1,2026,2,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Les plus belles chansons d’amour,1,2004,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Bonne Mentale,1,2025,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
All the Way… A Decade of Song,18,1999,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Mi Gna,1,2018,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Houdini (London sessions),7,2024,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Live,8706544,Dua Lipa,5250517
3 Classic Albums: Unison / Céline Dion / The Colour of My Love,2,1993,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Extraterrestre,3,2022,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,,1191615,Jul,2265158
Shoot to Kill,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Mixtape/Street,13,Eminem,57633
INTERNATIONAL GANGSTAS,2,2018,3,070a4a70-705b-41ba-a30a-cac559c781f8,Single,,162665,SCH,5263675
XO,1,2012,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Mixtape/Street,4050205,The Weeknd,856411
Nakamura,8,2018,0,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Album,,8909272,Aya Nakamura,4843823
Umbrella (Skeler Remix),1,2020,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
KMT,1,2022,0,dae7d996-38fe-4578-bf75-1e2510f522bb,Album,Mixtape/Street,8873540,Gazo,5496198
Beautiful People (Cassö Remix),1,2025,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Galvanise and I Can Only Imagine,1,2013,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
C'est quand qu'il s'éteint ?,3,2023,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Album,,1191615,Jul,2265158
Female Intuition,1,2010,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Compilation,75491,Lady Gaga,522177
What Would You Do?,1,2022,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Beautiful People (Justus Remix),1,2025,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Remixes 2,1,2008,0,2f548675-008d-4332-876c-108b0c7ab9c5,EP,Remix,3469,Sia,567274
Cheek to Cheek Live!,5,2015,1,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Live,75491,Lady Gaga,522177
Sex With Me (Dance Remixes),1,2017,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Something Just Like This,2,2017,1,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,,892,Coldplay,555560
Commander,5,2010,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
What Now (Remixes),1,2013,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Crazy What Love Can Do (KOLIDESCOPES remix),1,2022,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Fuel,1,2025,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Single,,13,Eminem,57633
Greatest Hits (Chopped & Screwed),1,NA,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
DON'T YOU WORRY (Dubdogz & Mark Ursa remix),1,2022,2,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Rude Boy (Chrispy Dubstep Remix),1,2010,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Single,Remix,564,Rihanna,520084
Not at This Party (David Guetta remix),1,2025,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
CIEL (Showtek remix),1,2024,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
ON OFF,3,2019,1,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Tout a changé,1,2020,0,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Single,,13011,Soprano,627188
Kawasaki,1,2024,1,b04c952c-16c4-41ad-bd62-ace5047cdf6e,Single,,4510044,Laylow,4289648
T'avais raison,1,2026,1,74def643-c770-470d-a0b5-21c0fa60069e,Single,,4448630,Maes,5278902
ULTRA,2,2021,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Album,,390,Booba,522394
Lady Gaga,1,2007,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,EP,Demo,75491,Lady Gaga,522177
Vent du nord,1,2024,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
Unstoppable,1,2016,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
Bad Habits (acoustic version),2,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
The Hills (Echos remix),1,2015,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
Nice to Meet You,3,2024,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
Va bene,1,2022,3,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,Single,,12526056,Tayc,5125715
Always Remember Us This Way,2,2018,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,Soundtrack,75491,Lady Gaga,522177
Raw & Uncut,1,2006,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,DJ-mix,13,Eminem,57633
Un peu d'amour,1,2024,0,52315221-8b06-4fb1-bfd3-16057aa4f9e1,Single,,14621667,Koba LaD,4814922
Love In The Sky,1,2013,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
One of Those Nights,1,2013,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,,4050205,The Weeknd,856411
Groundwork,1,2022,2,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Pour que tu m’aimes encore,4,1995,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Capo Dei Capi Vol. II & III,2,2021,0,9ff87295-bdfc-46fc-b605-456cc39d84ca,Album,,259729,Alonzo,627192
Original Album Classics,1,2011,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
DNK,3,2023,0,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Album,,8909272,Aya Nakamura,4843823
Floating Through Space (Hex Hector’s roller jam mix),1,2021,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
Eminem Is Back,2,2004,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Compilation,13,Eminem,57633
Auburn,1,2022,0,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,Single,,5111084,Lomepal,1180989
Débrouillard,1,2016,0,71ff695e-896a-4043-aea4-93eadde08d09,Single,,9197980,Damso,4289606
A Beautiful Mind,1,2010,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,Mixtape/Street,13,Eminem,57633
Cheap Thrills (remix),1,2016,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,Remix,3469,Sia,567274
KOA,1,2022,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
One Night In Amsterdam,1,2014,1,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,DJ-mix,4050205,The Weeknd,856411
Élévation (Basstrick remix),1,2020,1,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Single,Remix,5175734,Vald,950572
Shoote Un Ministre,1,2014,0,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,Single,,5175734,Vald,950572
2U (Tom Martin Remix),1,2017,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Deezer Sessions,1,2023,0,cf580d82-3f3e-4b86-8874-7e0fbe794f01,Single,,8909272,Aya Nakamura,4843823
Shivers (Alok remix),2,2021,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Enchanting,1,2006,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Encore un soir,3,2016,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,,198,Céline Dion,60087
Sexy Bitch,8,2009,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Dernière chance,1,2007,1,e52815f0-0db9-49b2-acb7-1af6b2dfa936,Single,,13011,Soprano,627188
On My Love (Felix Jaehn remix),2,2023,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Lighter,1,2025,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Azizam (D.O.D Remix),1,2025,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
A Rush of Blood to the Head,29,2002,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,,892,Coldplay,555560
Jour meilleur (Lost Frequencies edit),1,2023,1,6cad3ce5-6380-4594-a8da-ae7d273b683d,Single,,259467,Orelsan,789245
"Ashes (Theme from """"Deadpool 2"""")",1,2018,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Pure Songs,1,2010,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Compilation,75491,Lady Gaga,522177
What Would You Do? (David Guetta Festival mix),2,2022,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
The Beast (Chrysanth remix),1,2025,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,Remix,75491,Lady Gaga,522177
CANON (FEAT NISKA),1,2024,1,e369e789-6f07-4ce8-a70f-e136bc57bf3b,Single,,5288900,Niska,4873189
Lay It All on Me: The Remixes,1,2015,1,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Disco Heaven,1,2009,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Album,Compilation,75491,Lady Gaga,522177
Beautiful People (NOTD remix),1,2019,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Illusion (The Blaze remix),1,2024,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,Remix,8706544,Dua Lipa,5250517
What Would You Do? (CHANEY remix),2,2022,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
House of Balloons: DJ Ray G-Mixxx,1,2012,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,DJ-mix,4050205,The Weeknd,856411
Night Visions (Brickwallhater Remaster),1,2014,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Album,Remix,416239,Imagine Dragons,1188385
"Dangerous, Part II",1,2015,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Illusion,19,2024,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Single,,8706544,Dua Lipa,5250517
Bande organisée,1,2020,3,ce155ad5-afc8-4398-bf38-c99f02cd0814,Single,,4842061,Naps,3690398
How Do I Make You Love Me? (Sebastian Ingrosso & Salvatore Ganacci remix),5,2022,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
Greatest Ballads 2000,1,2000,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Compilation,198,Céline Dion,60087
Bad Habits,1,2022,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,Remix,384236,Ed Sheeran,860349
Tony Sosa (remix),1,2024,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Sans visa,1,2022,0,530a9937-4229-4d7e-8457-4853d7d5dd7a,Album,,10189104,Soolking,6403312
Beautiful People (Raffi Saint Remix),1,2025,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Live at SoFi Stadium,4,2023,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Live,4050205,The Weeknd,856411
Dua Lipa Radical Optimism Tour,24,2024,0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Album,Compilation,8706544,Dua Lipa,5250517
Rihanna,1,2016,0,73e5e69d-3554-40d8-8516-00cb38737a1c,Album,Compilation,564,Rihanna,520084
Night Visions Live,2,2014,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Album,Live,416239,Imagine Dragons,1188385
"2002-11-05: Ahoy Hall, Rotterdam, The Netherlands",1,NA,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,Live,892,Coldplay,555560
Whiteboy Wasted,1,2011,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,DJ-mix,13,Eminem,57633
Hero (remixes) [pt. 2],1,2021,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Y'a Bcp D'absents,1,2015,0,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
The Shady Project,1,2011,0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Album,DJ-mix,13,Eminem,57633
Atomic City (David Guetta remix),1,2024,1,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Dragon,1,2021,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
My Universe (Galantis remix),1,2021,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Single,Remix,892,Coldplay,555560
Free Woman (Honey Dijon Realness remix),1,2020,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Single,Remix,75491,Lady Gaga,522177
Clap Your Hands,1,2015,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Shottas,1,2019,0,ee5acbd5-d291-4fe1-a06a-88060b131b77,Single,,604107,SDM,5583003
Mowgli,1,2014,0,da04991d-8e8a-43be-9892-1e6342a77410,Single,,1519461,PNL,1936284
Starboy (Robots with Rayguns remix),1,NA,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Single,Remix,4050205,The Weeknd,856411
Live in Toronto 2006,1,2006,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Album,Live,892,Coldplay,555560
Let’s Love (DJs From Mars remix),1,2020,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
Racine Carrée Live (√ Live),1,NA,0,ab2528d9-719f-4261-8098-21849222a0f2,Other,Remix,310260,Stromae,828329
Ça les dérange,1,2016,1,8e6c44df-06fc-4852-83d0-ef0efed6630a,Single,,1191615,Jul,2265158
Hey Mama (DISTO remix),1,2015,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
2005-05-06: MTV2 Secret Gig,1,2005,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,,Live,892,Coldplay,555560
Gettin’ Over You,4,2010,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Wrecked,1,2021,0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Single,,416239,Imagine Dragons,1188385
Trouble: Norwegian Live EP,2,2001,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,EP,Live,892,Coldplay,555560
Yolo,1,2020,0,b2fbd053-4380-412c-95d2-35c6da8f1011,Single,,4429712,GIMS,5263805
F*** Me I’m Famous! Ibiza Mix 2005,1,2005,0,302bd7b9-d012-4360-897a-93b00c855680,Album,Compilation,542,David Guetta,572836
Coldplay,1,2000,0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,EP,,892,Coldplay,555560
Live in Memphis,1,1999,0,847e8a0c-cc20-4213-9e16-975515c2a926,Album,Live,198,Céline Dion,60087
Damn (You’ve Got Me Saying),1,2022,1,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
Element,1,2022,0,302bd7b9-d012-4360-897a-93b00c855680,Single,,542,David Guetta,572836
O Holy Night,1,2020,0,847e8a0c-cc20-4213-9e16-975515c2a926,Single,,198,Céline Dion,60087
Testosterone,1,2013,0,2f548675-008d-4332-876c-108b0c7ab9c5,Single,,3469,Sia,567274
One,1,2014,0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Single,,384236,Ed Sheeran,860349
Ils sont pas au courant Vol. 1,1,2014,1,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,Album,Mixtape/Street,5542343,Ninho,4847604
Vie d’Avant,1,2021,1,ee5acbd5-d291-4fe1-a06a-88060b131b77,Single,,604107,SDM,5583003
N’importe comment,6,2010,1,6cad3ce5-6380-4594-a8da-ae7d273b683d,Single,,259467,Orelsan,789245
Colour the Small One,10,2004,0,2f548675-008d-4332-876c-108b0c7ab9c5,Album,,3469,Sia,567274
My Generation,1,2013,0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,Album,Mixtape/Street,4050205,The Weeknd,856411
JDC,1,2016,0,785c0e9c-89f6-4bf4-8296-443a46632d62,Single,,390,Booba,522394
Judas (Remixes),1,2011,0,650e7db6-b795-4eb5-a702-5ea2fc46c848,EP,Remix,75491,Lady Gaga,522177
Don’t Leave Me Alone (Oliver Heldens remix),3,2018,0,302bd7b9-d012-4360-897a-93b00c855680,Single,Remix,542,David Guetta,572836
