hashed_id,profession_declaree,profession_recode
bd10fcc050c77d703c53b7a3fe992a603786016787e931f8b9a5cc9fc1bc0d00,Chef d équipe,Chef d'équipe BTP
dfb6d6cff957e6d2518516fa7ffeec43bb500479e222b30588b928fdedf040d7,Aide-soignante,Aide-soignante
d10e5d7881ae2ee1fdc08822ad16bad73226c528da89683c5892643bd9539693,Chauffeur super poids lourds (SPL),Chauffeur super poids lourds (SPL)
e335b4f63981892c95c19c9a385f55f672a4916db0fc66c56c3c338813f43c81,Employé,NA
67bd8df40424229598e0b54f63c0e351f24b012268b1c70d7f791690aa0686d0,Conseiller retraite,Conseiller retraite
1e68273f0d6acc2c5762fb602f9b35ff7d72aba05194919490d4cba083c53956,Pharmacienne adjointe,Pharmacienne adjointe
e27db574f1fa2253bc6bcf13365657c108de3f9b637baa2f421e0ba442319a53,Consultante en stratégie d'entreprise,Consultante en stratégie d'entreprise
4c16723643704f8a594a96c46287c268ecd28840122f3e478efcc7141dacd019,Agent de comptabilité de la fonction publique,Agent de comptabilité de la fonction publique
9389ed1f9ab14b1ef0df4c508442ae9eb4fdbcf8ce495f21cc85ae79466c1ee2,Infirmière en soins généraux,Infirmière en soins généraux
ccf0fa72f06350ac80378883c5d4cf8da0bfc3e985d43f800ccae6eebdda1841,Responsable marketing,Responsable marketing
2fe8ec44b6fbdb67bfe17b7131d75e4e27d7f2692fda420aa879f82814e70413,Adjoint technique des travaux publics,Adjoint technique des travaux publics
2e618cc50bfbcb63b3cf3dcfbafc52de02da526ae450dde1facb55d4c09471ea,Kinésithérapeute,Kinésithérapeute
7bf3524c64a0e6fbf29986bcd98d271e8d59f990d70202ca9f99e235cced94a3,Ingénieur recherche et développement (R&D) de l'énergie,Ingénieur recherche et développement (R&D) de l'énergie
02101c9ba388ed688cd3993ed5c1db6eb047eb32ecb66acdb2e13035711e9da1,Développeur front-end,Développeur front-end
066c9fca9bc084e2e2641e016a7f179379ee4a42eb424c20a6a88918fc486f6a,Développeur full-stack,Développeur full-stack
244a414abeeee5d3bececb4cfd5c585a59fd0250ca4905b68e12aeef8be7c44b,consultant systeme information rh,Consultant en système d'information
ef472b854629e0e213cf607ee0ab33a16b9cfd54a1acf3ee2dc564399131bfdf,Fonctionnaire justice,NA
be050257cb54c1250c4f3b4f197b4da354c8fe84162716d38d7f28c32ae1ba0b,Directeur général d'entreprise (50 salariés ou plus),Directeur général d'entreprise (50 salariés ou plus)
a1355472f20d64441bdef195faf6bc2f4016b91262fa7da533571ed8fe20a74f,Cadre commercial de l'industrie,Cadre commercial de l'industrie
6c6f649825588e65888badaec13a982afa3743d4df895ccb2763ba5fb85b6a64,comptable,Technicien comptable
6d946c3a32c9a5af901832a4c10df175ad72c56759ae379fa5ae2791240ed549,Accompagnante éducative et sociale (AES),Accompagnante éducative et sociale (AES) à domicile
796a41936dac79d8076ab67eec5fa46f6ee2c3930cbdc5b3d4654a4efc9f8a7b,Data analyst,Data analyst
8c47605ea2f200f70b73a0b571b76e31d5f1a2fdb83dadcd8f488d1c7e169be2,Vendeuse en lingerie,Vendeuse en lingerie
6007a5bc46908d3bda510e55021abf6eb703153bd54b9b0a15ed7b2e64314ebe,Développeur web,Développeur web
da46c381604cbc9b383819703c5eeb716b6790b3f4816a6a1c9d18f644c5ffe7,Ingenieur informatique,Ingénieur d'application informatique
ab68c842a84e5b859d685bacff732606b5da381f9b3005907bf533a542eed556,Superviseur de production,Contremaître de l'industrie
e317d7f3b6a280fa868fd262912452a3d33c50f73871cad0b1e06f81d4ecbd92,Chef de projet conception outillages,Chef de projet du BTP
43d2b806ae4a5f2fc626bbde87dc4707f5c3192e06271d5cac9bf521f29ab15c,Agent sncf,NA
b92e7c98a16bbe05657e5fc3dd310c5219453648a17576c31761e4d217f87e57,Educatrice,Éducatrice spécialisée
48ca258a0adae82dac80b17212264575ced9d8087dfa554582f75bf7ee57cdd2,Police Detective,Inspectrice de police
c7910f405b5e0697671a7f6ea969236ba97207a5197d3030c5c5b4c6730254ba,HSE,Technicien hygiène sécurité environnement (HSE)
344425b931cb1fcd8e2cb218464e1064433d2ecbde6cfe9e10a44e3a674ebc7e,Technicien du spectacle,Technicien du spectacle
c622d452899de15df01a83670a4bc1e23bb0300945bf58543580108788c7add3,Adjoint de Direction,Assistant de direction d'entreprise
82452a00905b3156265ecdd3cc7e74728bdaba2f29bf610af1679fc8c0fa5a53,étudiante assistante juridique,NA
ac2facabbcd9293ce4b43ccdb72fb5c292b5f177260564892d9f3b3be3f88c33,Enseignante certifiée en collège,Enseignante certifiée en collège
ab0b1683385b672b506a0525a54a695c9d91be70901089fadf2e1aced6f3fa0c,Directeur de site de production,Directeur de site de production
a8280b38a97ca8f031af1a1943c6506bae5038fc04b92e8a646bb81925dab67b,Ingénieur d'études de l'industrie,Ingénieur d'études de l'industrie
1b95d5378c7aca0b7a710fa458d349f1eff158922eac16938ef941e9bb152747,Artiste créatrice de haute couture,Artiste créatrice de haute couture
67c9e21085da59b02837f459e10d3c50fc303858d91cee3d9eb8c9dfaadf7519,Agent d'entretien de bureaux ou de locaux,Agent d'entretien de bureaux ou de locaux
ac123e52a7607b55452c3dc10feb0841eb3a9fa11c39ae5d89b637a6ba943028,Masseur kinésithérapeute,Masseur kinésithérapeute
ba0316d3b0eca213faae35b14bc8d0031ee1589aacbfd85500429eff87339afd,Principal de collège,Principal de collège
fe8dc87d452320bfc4301811f6d43eb682321ec9a0336a33a63de61928eaf913,Clerc d'huissier,Clerc d'huissier
97ef528080cbea0b7bfee1a3ed65f90ca9dfd616925652d015dec451b2c1ba20,Notaire assistant,Notaire assistant
6df7df10c7d94f9ae40d23461d236fa3d6caa03b283bf50995c0d5e4265fa78d,Responsable adjointe,NA
6ebec245f7c43ca917df85a6164c089bf4c99390e2be9fcdaf7a5e81a6aabf72,Assistant administratif d'entreprise,Assistant administratif d'entreprise
3e303ab1c8f7278dcca0adce21468973e459869b31bb0754f8d7bf5248b5b886,Gestionnaire de paie,Gestionnaire de paie
32fb08867d5fe621f4289d433d725d94ae294dbba50612098a77c78473979351,Professeur D'anglais,Enseignant certifié en collège
aba433791f9062ea8c3bc7967e42e6a489c1dc0499fd0ba308753e6bf1058d4c,Formateur pour adulte,Formateur pour adulte
5a73e852f5ee5a29abaa621dd48d17cb585c1603ff824d747eb6acf32ff99826,Directeur d'agence bancaire (50 salariés ou plus),Directeur d'agence bancaire (50 salariés ou plus)
34d980d349018ae2a3670ad2fb0dd44bbc279ea1299402f4cce342e587de4994,Archiviste,Archiviste
e89ee3a034fdc748d1823d4d7a9ca96e46612d80bc6bcc1cad6f97da5d5f56b5,"Gestionnaire de stock (magasinage, manutention)","Gestionnaire de stock (magasinage, manutention)"
62148f071de37236918b1ae6bb58969323257c6f71943913693d10086ae4ffe3,Enseignante agrégée en collège,Enseignante agrégée en collège
6d0f1421517115501267d4c38dee53c91a423a32b6c7cb37edf25b61d7fd2e6b,Technicien,NA
2410f116877b586700be6213f4b75bdb31084beb824b96b879eb07006d48e2c2,Officier greffier,Officier greffier
5d83f261db5a04fedb98342d06a55ba96b23188696eeab0662f5a1c8bb0f3d9f,Traducteur technique,Traducteur technique
aa5a04bf13e2126be3587de3d30e7cd335d8d17032e945763b052611ce70c654,Audioprothésiste,Audioprothésiste
bc97e58950d7c795ab4ae3b3e06ca0c42324ef7c948c2a483e66097dc64c1bcf,Chef d'équipe mécanique/Technicien expert après vente automobile,Chef d'équipe de montage mécanique
5cb049ad88da02622eab1dc8d501cf31645c7d45dd40765e548b37267e6514ea,Agent de voyages,Agent de voyages
49867a02402639c61ac975e1bd5d8a3e90de8761faa80ceb7fa589c63f73340f,Accompagnante éducative et sociale (AES),Accompagnante éducative et sociale (AES) à domicile
f60273d7618220ae166da009af10caa8673cbc1030f5a7d61e57e56aadc76f5a,Ingénieure recherche et développement (R&D) de l'industrie,Ingénieure recherche et développement (R&D) de l'industrie
bd9d9626fa17b79fa7b59179d73154ab72f5c3e3ec3275ea6a727151c17c4885,Agent de sécurité,Agent de sécurité
9e3299b79d9ddd0b7dd9d3ebfe6696bbafb46f9e44e44032bb617e3f5af1ba3c,Imprimeur,Imprimeur
86b4b074f754b3fba952d8c17217ff4244affa06c2ef3e5b8bc622d72c1ee2b2,Sous-officier,Sergent-chef de l'armée
b19fd9cae9ddb2f80cdb0742805c9515aa92810b34ddcee7ac47aec341af7719,Jardinier paysagiste,Jardinier paysagiste
4d3b5be4caece1f2a2b8ec05e751cddf74c477446c7bd4aff5e8aac1c5d3b7c8,Gérant de commerce de biens pour le foyer,Gérant de commerce de biens pour le foyer
075a7556f22563686a85f2a5c55f071eac29c1263c66290ea6367f0511598a0a,Interne en médecine,Interne en médecine
c09630f2be4b3c7ae05b456b8c047659d3d8452a880e4b9ae5f7881af3eeb644,Ingenieur,NA
699c1b011d47c15f8ae3fe500f003b6543530309c936016ef0bda1f0a0a79da2,Inspecteur des finances publiques,Inspecteur des finances publiques
e9a01b88b0324455e155129f63915abaf984f34484fb2d9fde05a42eecac04b0,Directeur de la culture,Directeur de la communication
7bd334d3fefd77fa5a52384796f03ca2183e042399515ce9324e93a3df4db7c2,Agent service hospitalier,Agent de service hospitalier (ASH)
6eb6bf9109d004c73a1522028b48b553880ff8dadea903bc186b8bfdc53ec3d0,Technicien intermittent du spectacle,Technicien du spectacle
55094294d2f952a74129e225ad2d4d67356bf86055b69d26d023a47509847b78,Bibliothécaire,Bibliothécaire
8ca1092e460a977b22f7c3557499a6c79612e6a48037944475ae475844cf90dc,"Vendeur en plomberie, sanitaires","Vendeur en plomberie, sanitaires"
40ddb464692e81ba2fc91c6bc59fdc58533a92da33fb4b412a2626381029d543,Cadre administratif d'entreprise,Cadre administratif d'entreprise
425f4a3eef6773326fb1287a7383ecdb70cbab8a2cf93d8f46ede194c6898b41,Agent administratif des collectivités territoriales,Agent administratif des collectivités territoriales
4fbf341bcbcfef04e7f38f8252faae8a630765c1e6cc92786415333ae3a4c2c0,Cadre administrative d'entreprise,Cadre administrative d'entreprise
e6c6b2147afceac8a0522c5432350fa13ba839ac22596d6d1f2df9ac47e833a1,Estate Agent,Agent immobilier (négociateur)
9b7c002f0109de9ea0ba3c5f5375445e65a5835eef4794717f97dccadfce6f68,Chargée de relation client,Chargée de clientèle du commerce
943a7f62af100cc526cd4a3a44120c69e107a1012139288da9d7f00bd52ed3eb,Conseillère pédagogique du 1er degré,Conseillère pédagogique du 1er degré
24d5602618f3c076a5f0df31100767dbeb51a91a9ad33d6a12a6813301543a9c,"Ingénieur hygiène, sécurité et environnement","Ingénieur hygiène, sécurité et environnement"
4ccad3f5cadb1b8bbb4dc11b29087e6730fc7923d09715f368c9c2496ecdef7e,medical,NA
da71fc110b54111b9b9f8d796ae51142a7a30d332786072fd8bc2163c9328c18,Chirurgien orthopédiste,Chirurgien orthopédiste
5e55008adc26ddd3dd656c8139edeceb2196649870594676ece0e034bc200f0c,Équipier polyvalent,Équipier polyvalent de la restauration rapide
71fb578b799d33da99c91983eed084591928b984b80267060ad73f7f6b21c03f,Technicien de maintenance d'équipements industriels,Technicien de maintenance d'équipements industriels
e633a67fafcf4f08a32c4429cdd0cd3fbed7c1971e2e95239e00ba38224c85fb,Décoration,Décoratrice d'intérieur
1fdd934d04310396f722a824df043dec6dd6205af79521cc8ff488535b0679ce,Kinésithérapeute ostéopathe,Kinésithérapeute ostéopathe
c51b08ad3bd965db45170e0bff512a9d606f93c39780adb1cf63e1548b1dc932,Assistante maternelle agréée,Assistante maternelle agréée
f354f08854945fa60eccc12352b5f64bd8ac455259215e294a839f39f36cf900,Assainissement,Agent d'assainissement
9970732e68b6e96f09afdd80d5dbc1803e0205dddcbcdea0f51b1d22c9da676f,Cadre,NA
0ca1b76d698d8a3afadb91ccc601a95801a77f72d5308dc690ebb0596258ec0e,Professeur des ecoles,Professeur des écoles (PE)
b0fd1cfcd3058b9fce55ae8ebecde87859fc0032323bd0545362ab1c05be7a81,Animatrice en centre aéré,Animatrice en centre aéré
f6897835d49da536cbca4c23f09d35d5c16a7556498ce13ddb5d4a4c2ca8d6a9,Chef comptable,Chef comptable
d6aca182839268d145aa50c2a59b7eb159319f9e9b8e6edc3644734230acd7d1,Charge clientèle,Chargé de clientèle du commerce
2ab4f71cdf88160129d827e5179a0d7e94928823d62829c4dc7b972223cda9b7,Enseignante certifiée en collège,Enseignante certifiée en collège
e8af3b2f54fd362a2e46003b1adb975875faffb0ef233e5fd358d64782a57ff1,Responsable logistique,Responsable logistique
3e2635a1653c4cf5f6a62ad9cca2f7334101a2e4027b7650f0d8e27974276fd8,directrice générale,Directrice générale d'entreprise de services
fcfb9d6df2a31c9cbb37859f83b2e08d3ffac485e7cd2365beb1db3bbd7a60e6,Ouvrière d'assemblage mécanique,Ouvrière d'assemblage mécanique
04842fec132ca30f9a8201bfb72067fdcb94bc6f67ea1f6c0ba164e0a8963885,Technicienne assainissement,Technicienne assainissement
9ce64c114272dc2f865b9be5c867c11cd04a74206e22696b1629602aa169dccd,Adjointe administrative (gestion),Adjointe administrative (gestion)
105683ee3492ea39803882897b953e13d2f04895c94bf8dce119cdc0e560d226,Chef de projet ingénierie publique,Chef de projet ingénierie publique
45add6b0838782d18029ca2f3e125ae3caaf721146323a65299b297a4f3d4f3b,Agent hospitalier,Agent de service hospitalier (ASH)
b326bd26210dd212658f030417b269426ef9306095f09688d70a6d4dafc7d41f,Opérateur de production dans l'agroalimentaire,Opérateur de production dans l'agroalimentaire
9077088cbf93fc6c974db2799149405130fdcc286f413c73cb20eff87e727a0a,Chef d'équipe menuisier du bâtiment,Chef d'équipe menuisier du bâtiment
de956286392e1aa0cbae4d33f3f91cec77aeadb66e6928ac40f5315189b13b62,Employée de cantine scolaire,Employée de cantine scolaire
008ed4cf3b0341e7d53fcb3003e57f0df6d6dd31d930dedc2318dcb825708e52,Électricien,Technicien électricien
a60747daac5d01e3eaa80259c9f11d7c6f4ef4ab9adaf86a0f493bb6a80ec578,Cadre logistique,Cadre logistique
875d389a6383282a580ec8a1f9f3c74ccca63fe37f13fdcab3fd48075c807631,Gérant de commerce de biens pour la personne,Gérant de commerce de biens pour la personne
c8b9a74789c0a18059f32d894d201b273e667b5808faaed0e59a63fc1f611974,Chef d entreprise,Chef d'entreprise de l'industrie
c0cfe35de58ceb009291a429797404cf9b05859980609ed631ea5769137d2040,Cadre commercial,Cadre commercial
b641bdb7c85754e9b11096e7307955462c686c72c092ecdcc0ada32abb3e0af9,Chef de service informatique,Chef de service informatique
78ef8e3d77d692395da363e3140e0c79aca3963d4953b8fa0e60d0280f9bcfb5,Devops,Devops
e85b02074c7ab35463077e5d572ef997bae850a80f71a474e2e9e1ae7c3b1729,Chargée de communication,Chargée de communication
69db9418bf50d1618dcdfda8d31c2eeeac2c1059d79d576391a82191c12a9986,Assistante socio-éducative (éducatrice spécialisée),Assistante socio-éducative (éducatrice spécialisée)
ee79557d2b22dc0ebd119a24c58ec1f49727194f4cbeb8b0374b0efb2dc605b3,Gérante,Gérante de supérette
2aec8fd70501bde8b8f9908d512d7ca73a900688a958c0c8115ba3d4949b66b2,Infirmiere,Infirmier
5a9622e79c16e75361ba8a22b661e0dafd590c0aa5b3c075bfac44257c8296bc,Directeur recherche et développement (R&D) informatique,Directeur recherche et développement (R&D) informatique
7a94a53df3443b353a57a1acd69fe72889bd34861fea1380a37f97cb34b4c25f,professeur de piano - pianiste - assistante d'éducation - musicologue,Professeur de musique (hors établissement scolaire)
da41052fe97ba7110a63114992a77e3eb433007d1cf2a5d5ecbcd89899e2011e,Technicien de maintenance en génie climatique,Technicien de maintenance en génie climatique
0baecd56690cf82642b4acf920fa71fc34dad35813db659bcdb74bdb6c5afeb0,Comptable,Technicien comptable
8cf7c2f2dd11d3d3cba3a37643df19b72db9762d316bc54c2cbc700a0ffebfe2,Infirmier hygiéniste,Infirmier hygiéniste
ae612ce806ea2aa61c8889d7212e7dad1bc57d0fcc0e7a660196627d9327360e,Soudeur nucléaire,Soudeur (métal)
ddeefa52e920ff4fb396904d4d64444621aab3a27bf11a81504376902525181f,Cadre commercial du BTP,Cadre commercial du BTP
31a0a4a2ba262e4e010934448ab82de8670018954a1dd11ae7c898678446e340,Directeur technique de l'industrie (50 salariés ou plus),Directeur technique de l'industrie (50 salariés ou plus)
3692fe541afda8049d3a3b3f2647a19fba51b0478d2c6747b9b439712c7d1257,Fonctionnaire,NA
124d2e02651e7a5816b54dea84796c8b2fc1b34a3bd252d305ad51793f01c982,Electricien,Électricien du bâtiment
612cf066b239fba43b3f932428b4f4a33ee5fbf5b7ac3497da61486c0752b13d,PDG,Présidente ou PDG de filiale
be3bc76cf133f75df777f37bab9aebae155bacd43bb07f7c049e91168da4d2c3,Hôtesse de caisse,Hôtesse de caisse
9ab7ccc8e678f370375c9a4caa392a66d8e68e324e7fbadd412b6e8fa222b211,Avocat,Avocat
b8663fb83bbf35fc06088bcce735797901c921dc9fb2b76171e05d6fc2aa75b3,Expert si,Expert en sécurité des systèmes d'information (SSI)
b9341f97e23f0076d067f5d7d7749b4ee95f749a87661b958204bec266d973e0,Employee de banque,Employée de banque
0efcbca6b2d56cad277753330362dfe08cd6f169c2263fb8c9a4ffc2710f376a,Infirmière diplômée d'État,Infirmière diplômée d'État
c38492c701fb88eb70462fb58209e691b96483c809f2ce0b9b436d2431b48ed3,Écrivain journaliste,Écrivain journaliste
5cfca68e4cdb2bafcc457f5e1c1177c1b7c0bb94e1c32acc0dc2c92b439fad82,Agent d’exploitation,Agent d'exploitation des transports
c2e57acaa5c0cdd29f4e579c97ee0087d6746b196751271d0d6b85155c84d7bf,Pharmacienne biologiste (laboratoire d'analyse),Pharmacienne biologiste (laboratoire d'analyse)
24e4c6584a07bd9d6b0e17ce6812aed1c06806b987a45b8aea149e1b733cd49b,bureau étude,NA
79034435edc988c3e53bb63ede82ff5a8fca90267f5d9d48e4240ccd6c103110,Directeur général d'entreprise (50 salariés ou plus),Directeur général d'entreprise (50 salariés ou plus)
e6bdb59a3cbd9d62e23949fdd1e249727a21063fe3d540654620fc1933302241,Responsable de magasin du commerce,Responsable de magasin du commerce
78d0f0504e05666c6c568fe1b75d20dbb963deef2e53f258860631164719e836,Enseignante certifiée en collège,Enseignante certifiée en collège
05de5a94226aa0093c8feeb9bd1a5031da9affb625901dbc37e0f5143644bc0c,Urbaniste,Urbaniste
2ee74756ae0a6fafa02f76992b0bcd3736a40971629206b37b636468872a3319,Moniteur ESAT,Moniteur d'établissement et services d'aide par le travail (ESAT)
ac2e7e2a85472fec5fb5e56c13e6f9048171bdea491401467421d222964a9944,Responsable administrative d'entreprise,Responsable administrative d'entreprise
5ead21e73bd60c37d8d5e4706be9e059f815e0548748d3c0e0b4906dfb5d4dcb,Cadre,NA
07bfb55f2c660c56be9d6dfba62ab01a205c8e95352a0a3d01b50cc36620fd87,Cadre de ressources humaines,Cadre de ressources humaines (RH)
32916379a03af3b36f05e45669701edde4251275ebee9f7baf1eaeadf7fdd59c,Esthéticienne,Esthéticienne
05670b724aeff5451052d1aef0ec5eed97042cee79325bf1fb1fb2201c4f68f7,Psychologue du travail,Psychologue du travail
99705e3e02eef2ae0deb0bdba6643c85305dd7bac7696f393da159110a06ed8c,Chauffeur routier,Chauffeur routier
2e29e585e780a045aac902001e2d336c9331f12995bf8d17c10e0f8016ec8135,Infirmière en psychiatrie,Infirmière en psychiatrie
f26521b8f9810254cc9b34d318cd69c10087a5462429c4224ff9e2f37b8b6eff,Policier,Agent de police judiciaire (police nationale)
1b5d7a5f117e3e6a5bfdf267c51034b67429e5ece3624001f37288694cbcc014,Secrétaire administrative de l'État,Secrétaire administrative de l'État
76ca2a576c596efe2b8faebee1e6184a896c5f417906782e9733ff61d4777751,Attaché administratif,Attaché administratif
6dd5a5e44790a0ed4777ada8139bfcd135b10ee0afbfc1defec0ce49c0d7fed3,Maçon,Maçon
6e819418953b2a86d1de7cad878c8649a5eafaaf978e796984294a43c72e6b07,Employé polyvalent du commerce,Employé polyvalent du commerce
e8d6a6371ed19d03eff59cfaa957a289a67ffc9d546b667c4552ed1b07d01861,Ingénieur d'étude,Ingénieur d'études en informatique
90d8af04cc9361b89f846c2012cec249162402645fb44eed1fe13bdfb3363c89,Contrôleuse qualité / formatrice,Contrôleuse qualité de l'industrie
fc34ec382125dc741bd5f110937c120f9c3abaaa2a59f316fd3fc0c7e94e72ab,Chargé de clientèle,Chargé de clientèle du commerce
cd4729d8cd25d69f32f76a20fd1ffae598e83c2ec7e345e46d13cc9ae0e879e3,magasinier de bibliothèque,Assistante des bibliothèques
adb8f55e08bdd30aa119acd13a7864c238e073140237b9992c0f0b372ad4333e,Aide-soignant,Aide-soignant
e20942aadbc6ce09f7d84e726ebaef2d74bec5866bbfca46b79bcfd97c30c67b,Commerçant de cigarettes électroniques,Commerçant de cigarettes électroniques
7d83a7817a3d1b135f19bba69a3b2a19b3cdc8d37727213d5c3f800bd75c21f1,Responsable de magasin du commerce,Responsable de magasin du commerce
996e6c3701cdcc4fe59d648444e5a62d0fe7c1b7ac03210c6601d0bfdca787b0,Machiniste-receveur,Machiniste-receveur
923b1eac9bdece84e44ea201a95e98a942cc865c18d011005bf62b87aa7ebf64,Conseillère clientèle bancaire,Conseillère clientèle bancaire
6347c99bd18b63e67589050a6bdfd2273a845c83852920e6496a673e003566a9,Formateur en entreprise,Formateur
610c9e556f8daa93c1b642b0283766f2e6ac337bb7cd6894c63534ced355c641,"Vendeuse en ameublement, décoration","Vendeuse en ameublement, décoration"
81f438abe19b0273a467562210e5f758e28e43cab267d5637c82fb63fa7d00bc,Technicien atelier,Moniteur technique d'atelier
fee7e099b3ad45a7ec0fc7b13032a5c2ca063ae59f59f655803276e6bffeea0c,Cadre administratif de l'État,Cadre administratif de l'État
872455fa6112ba3bc20deda1bcb2232d1059a5bd3f8a659c8803182497a4a701,Conseiller en gestion de patrimoine,Conseiller en gestion de patrimoine
267f9847908c0d2e51908b4300b82a9d70e74aab3ae75526ae9b346b8a718580,Consultante,Consultante conseil aux entreprises
f356bb15834f5861e07ce171a7a9f3544087fbe3b8e1f9f0ae1263ef70689012,Technicien d'approvisionnement,Agent d'approvisionnement logistique
885e40b079eddfcbf45ae8eca0467ee3444a8c4b6f488add2cca0c1a5faf8334,ouvriers,Ouvrier dans l'agroalimentaire
88404f12af69be839241ea36f527baee47364a1f84cf5fccdabe908640d0ae19,Enseignant,Enseignant certifié en collège
9777ec98288eaadbc0234d1ccd00e927a635a07348e3aff2efdfc1fdaf0b396e,Infir,Infirmier
4c15ebb72543777d4042e3d42224f2adeb47b445b734336eebe5c9a7f049169a,Fonctionnaire international,NA
fa9d12fedce6d1fd6197451974e86c1057bac6906483297c15d36093989cd648,Directeur de centre de formation,Directeur de centre de formation
c8a2c7175c7b244c332cf118bac85be6c49da0843de7a9cc88701c07a3f0b9b2,Administrateur sap,Administrateur système informatique
004d23cd0fa1ab3113be51ad9217cebc05068f93a6fb64bf9c5dc225abc7c74e,Directeur marketing,Directeur du marketing
19bd181f3c6c485a2d218ac3a754601e3e163fbeb20ca22024c529b26ab280eb,Hôtesse d’accueil,Hôtesse d'accueil
6714f86536dd9d2cf673849d978125b4e653a8d2fe606dcb1d25e3a309066bd1,Agent d'entretien hospitalier,Agent d'entretien de locaux hospitaliers
76e953f93936680b8567c442eb6eb60e9a52da993490d5c5f99112c6407c3fe8,Responsable,NA
e2a14b630febbce8212a12dc40a49043aa798be6226ed53006d7f618d60a4c54,Dessinateur projeteur BTP,Dessinateur projeteur BTP
325632a938be785d2259d1b8f992957ca084603fb99e25bc55902a3a0ecee1ed,Travailleuse sociale,Travailleuse sociale
70d9095c47de6759fa90f5fd9fe6d1b9de3dd5180aa2057b172b370881faf54a,Président Directeur Général (PDG) d'entreprise de l'industrie,Directeur général d'entreprise de l'industrie
eca0bd9c4b66e2f73211c6e90ca4278b6d1fb4c8bec6d43ef1a80a3d8c948c41,Hotesse d'accueil,Hôtesse d'accueil
4bfddda67f9bd958621cf467c44158d73261c225f6095c7c199a73689339963d,Responsable de laboratoire de recherche industrielle,Responsable de laboratoire de recherche industrielle
2c7bd9f26499def4b9874c277521bcfea612124d2250f2215dbc65a61d44a4cf,Chimiste recherche et développement (R&D),Chimiste recherche et développement (R&D)
7a6243d0501792aa4ef5f70c49f3fe520b08fd4e8aae7fed58d8cc27ee80f067,Assistante sociale,Assistante sociale
5d5d3ec7373feab840412f2fac5633d7af8d02d0bf3b3b2dea852cc1add326e5,Infirmier diplômé d'État,Infirmier diplômé d'État
637340ba816cc2e206f5ffb528099667ba59dc7d276a33cd5d81f0b29ca98790,Brancardière,Brancardière
cd89eccf683647d0da9b1905c7e20f15e0362025cafe9b48f728e027c5e36fc3,Gendarme,Gendarme
fd95db0fe2c972b09bee56296ec2df2fbf8d421d59406fc9d5090d324841d726,Agent de production en matières composites,Agent de production en matières composites
1a79e4568f6ef4d209868a0ba445aebf889ac7d493b2cad72af056fae827abfc,Cadre,NA
049aa8cd9e3b38aa42cdcfa33e46456b7b54ff70070c2e1c4f3468dac89fb358,Bureau d’etude,NA
490327bbcdb71dc826dd8d8928f743db2c479ce09d78ac6bbd9f872b8ae14312,Consultant HSE,Consultant en organisation
60cb85ff202858cde283d0eb9ff516bca6756f4601365a6bd999d4d97c49587d,Agent de collecte et approvisionnement,Agent d'approvisionnement du commerce
ab712cca91f9d3d4fbdc3a378262f493e96cb720eb4398b4f25f9bfaa1d5c63c,Coordinateur de parcours,Coordinateur social
3d68f602b7e8e718a20ec1a60941cedbbaca87d4f5d183bb55e13db1ba78b3a3,Avocat collaborateur,Avocat collaborateur
5deb59cd05f2592c7c127310f2e8f7a25b27e1907f34284c36405c1d99d978a3,Chauffeur livreur,Chauffeur-livreur (voiture)
221e19cc334f3f195704e0c43a0f3a2d37134104ac82ddae3366b70276cb7309,Attaché technico-commercial (vente de biens aux entreprises),Attaché technico-commercial (vente de biens aux entreprises)
85fedd5f63a6cf6fba6b6e992bb45702840e6fdf185572017f6bf48a07446f4f,Ouvrier de la métallurgie,Ouvrier de la métallurgie
ae2575f56ee9f9df951e98567a1e087bdbcfcd60e4f5d52ed8f29ef63d6e4b4d,Cadre comptable,Cadre comptable
018b240f144e81583a71f403b3e41effa3a6cacea0f8709251037c9e01e5ab55,Écrivain,Écrivain
82af5addbe9050851cf527677de9bc19736376d0d84667ce757e51a6b72d0ab2,Responsable RH,Gestionnaire des ressources humaines (RH) d'entreprise
87ec1d5af53395439561cec95d0173e9fa6d43fe7c71f4346f8cf6d2320ce6b0,responsable boutique,Responsable de boutique
85eaabbdcffcdfbe815d68ecbc121906fb97ea2df8194e824407be515af1a73a,Enseignant,Enseignant certifié en collège
17cc46ce55480044bd6a0e41953ea275e7031f096136cea03f5daa1b9c5bad77,Développeur full-stack,Développeur full-stack
1bf9dfcfe658fc58209a50af5f90dc27d6fa95ae23382ea3f9763db0c7b8237f,Directeur d'investissement,Directeur d'investissement
5d91363b503042ea249797b1aaf2529015bb1cd9bb0e81847a55f61dc3bf8337,Professeur de SVT stagiaire,Professeur certifié en collège
d435abbfd00d29bc06539ac801cf29eca9f6726b97dcb21685ba8ead3f54fc78,Psychologue clinicienne,Psychologue clinicienne
38a3ef0ded811a7f8da598ea05accd9b663303aea6775a0799a1383321f6f244,Responsable de développement commercial,Responsable du développement commercial
f052333314010b1cc624971b0110b8e151bceb5c949519312de02644748c8f07,Chef de projet santé,Chef de projet de la sécurité sociale
8d4f46e08f59a88994d53daca675672609b547483ed25b0b6a02398f360f1aaa,Manipulatrice en radiologie,Manipulatrice en radiologie
617dd4c2c2c7b61fd705be370fe3fcc9959436a53685cdb4191d90983f2ec43d,Chef de projet digital,Chef de projet digital
