radio,sng_id,ts,title,played_duration,artist_id,main_genre,year,dz_name,mbz_artist_id,sc_artist_id
NRJ,88310335,2022-09-21T00:40:21Z,,152,4803754,pop,2022,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Virgin Radio,1357184522,2019-10-11T18:12:26Z,,171,10189104,latin_american_music,2020,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814,3690398
Mouv',1674442347,2022-03-09T23:09:37Z,Djadja (feat. Maluma) - Remix,175,892,pop,2019,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Vibration,132123610,2020-04-07T23:41:04Z,Fire Meet Gasoline,NA,259467,hip_hop,2022,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a,900257
Champagne FM,1567617182,2022-11-18T17:45:34Z,,NA,198,pop,2022,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Voltage FM,1652682142,2022-01-25T15:34:34Z,RAPPEL,NA,1042268,pop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Alouette,1103934952,2022-01-23T06:05:08Z,Celestial,142,384236,rock,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Voltage FM,78129603,2023-01-22T08:28:01Z,TOUT VA BIEN (feat. Ninho & Naps),186,4448630,edm,2022,Gazo,dae7d996-38fe-4578-bf75-1e2510f522bb,5496198
NRJ,1578173712,2019-11-25T18:19:57Z,,NA,12526056,edm,2022,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,57633
Générations,1960576327,2022-01-24T22:01:37Z,Suavemente,148,4429712,hip_hop,2018,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Contact FM,1567617182,2020-03-10T02:26:52Z,J'suis QLF,NA,564,alternative,2023,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Champagne FM,1881236417,2019-09-15T17:08:30Z,Respire encore,NA,198,latin_american_music,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Skyrock,1738831217,2018-12-12T01:51:49Z,Enemy - from the series Arcane League of Legends,NA,4889156,pop,2022,Zola,3134d99c-a372-424a-9f65-d2dacfdccaba,1345896
Mouv',2150767277,2023-01-02T07:26:06Z,TE AMO,NA,1042268,rock,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Swigg,1926852887,2020-03-07T02:42:36Z,My Universe,NA,4842061,pop,2018,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Voltage FM,414838212,2023-02-21T04:03:47Z,,NA,13,hip_hop,2019,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Contact FM,1969452677,2022-12-22T13:57:02Z,,152,4510044,alternative,2018,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Vibration,72160317,2022-10-05T09:59:33Z,Cheap Thrills,149,9197980,pop,2019,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,3964938
Champagne FM,583177702,2018-11-12T07:48:28Z,Toko Toko,NA,1042268,pop,2022,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62,522394
Wit FM,1685068157,2019-11-08T01:37:09Z,N.I,NA,4429712,electronic,2022,Vald,062ab94e-b7a5-47a9-b3f4-cc1750c3f859,950572
Alouette,908604622,2022-01-20T10:03:52Z,,213,384236,french_music,2023,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
kiss fm,1578183982,2020-01-04T09:48:39Z,,215,4889156,pop,2023,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Wit FM,639735672,2018-04-28T00:12:58Z,,188,416239,hip_hop,2018,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Champagne FM,1090279852,2018-11-08T04:15:18Z,My Universe,NA,310260,pop,2023,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Vibration,1263162912,2019-11-14T22:17:38Z,,3,259729,edm,2022,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62,522394
Hotmixradio Hits,585387212,2022-02-09T18:21:37Z,Enemy - from the series Arcane League of Legends,10,4889156,hip_hop,2018,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926,60087
Skyrock,473784012,2022-06-30T17:24:14Z,2step,NA,542,hip_hop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Ouï FM,1366461782,2022-09-28T14:47:27Z,La Quête,153,259729,pop,2018,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1,4814922
Swigg,579892872,2023-01-05T13:18:13Z,,160,4050205,hip_hop,2019,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Skyrock,118986142,2019-10-13T21:17:15Z,,NA,8706544,pop,2022,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814,3690398
Skyrock,134533222,2022-05-14T04:03:19Z,,162,892,electronic,2022,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Fun Radio,908604622,2020-02-25T04:55:53Z,Sharks,NA,198,hip_hop,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Générations,14525575,2018-11-25T17:31:43Z,Amour toujours,239,564,pop,2018,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Générations,3157972,2022-05-26T09:37:33Z,Suavemente,151,416239,rock,2022,Gazo,dae7d996-38fe-4578-bf75-1e2510f522bb,5496198
Swigg,1682954137,2022-02-15T22:18:49Z,N.I,NA,564,rock,2020,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Virgin Radio,1801822317,2023-01-26T12:37:17Z,Toko Toko,NA,12526056,pop,2023,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Voltage FM,2040495457,2022-08-03T15:09:18Z,,227,4050205,french_music,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Wit FM,75947120,2018-11-27T18:28:29Z,,179,14621667,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Champagne FM,1523813282,2023-03-13T22:56:28Z,,NA,384236,hip_hop,2022,Gazo,dae7d996-38fe-4578-bf75-1e2510f522bb,5496198
Générations,1973181497,2022-09-13T00:17:15Z,Let Somebody Go,192,416239,hip_hop,2019,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,57633
Virgin Radio,620692342,2022-11-15T13:26:46Z,Eyes Closed,233,390,electronic,2022,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
RTL,1738308487,2022-07-08T01:31:59Z,,7,4889156,french_music,2018,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Beur FM,1573406512,2019-11-01T02:04:13Z,Jefe,NA,542,hip_hop,2018,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Wit FM,666602062,2022-03-26T23:13:19Z,Mr. Ocho,9,384236,pop,2018,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
NRJ,1682954137,2022-06-17T17:42:31Z,,214,4050205,pop,2019,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Virgin Radio,538113022,2022-01-14T13:02:23Z,,227,13962203,,2023,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Fun Radio,112889768,2023-02-25T13:36:11Z,TOUT VA BIEN (feat. Ninho & Naps),NA,1042268,electronic,2018,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,1180989
Contact FM,504056042,2022-04-04T06:26:46Z,,7,4889156,pop,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Swigg,1518077862,2020-03-02T03:56:50Z,Stan - Radio Edit,NA,542,alternative,2018,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
Chérie FM,134533222,2018-12-23T01:25:07Z,,198,1479842,hip_hop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Skyrock,1529509522,2018-06-19T05:51:04Z,Va bene (feat. Jul & Naza),NA,4050205,hip_hop,2022,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Alouette,1789701817,2023-03-13T18:30:35Z,,NA,384236,hip_hop,2018,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
RFM,1498546032,2022-01-09T22:53:49Z,,NA,384236,french_music,2022,Ninho,41fe37a6-f4bb-4340-9c14-e2c8e5d854f1,4847604
kiss fm,1809158027,2018-10-14T14:06:55Z,Sacrifice,NA,5542343,hip_hop,2023,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Beur FM,434591632,2022-05-27T10:28:55Z,,189,1479842,alternative,2020,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Swigg,750448152,2023-04-28T16:21:10Z,Die For You - Remix,3,416239,hip_hop,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Alouette,581222452,2022-05-14T01:03:26Z,Mr. Ocho,167,198,rock,2020,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62,522394
Vibration,1790984457,2022-12-20T13:02:23Z,HAINE&SEX,NA,564,pop,2020,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Chante France,1572268732,2018-05-30T21:22:10Z,3615 Bonheur,8,4448630,hip_hop,2020,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Mouv',1718052197,2018-08-17T10:06:52Z,,144,198,electronic,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Virgin Radio,1567617182,2019-06-09T11:40:22Z,CP_009_ Évidemment,NA,384236,pop,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Swigg,615570462,2018-03-26T02:32:30Z,PRENDS MA MAIN,188,75491,hip_hop,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Contact FM,1963089547,2022-04-06T05:15:55Z,Mon amour,NA,384236,hip_hop,2018,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Vibration,354918041,2019-09-03T03:31:30Z,,2,416239,hip_hop,2020,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Alouette,659688492,2022-04-02T08:56:29Z,Démons,NA,162665,edm,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Swigg,576851242,2023-05-13T07:41:54Z,,NA,5111084,french_music,2022,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,5125715
Swigg,1543866902,2018-08-21T19:18:06Z,,251,4429712,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Alouette,546875672,2020-01-06T10:54:40Z,Big Girls Cry,198,384236,hip_hop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
RTL2,354918041,2020-01-02T23:31:50Z,Dégaine (feat. Damso),168,171998,pop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Contact FM,1573406512,2018-10-02T23:54:57Z,,NA,4429712,latin_american_music,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Hitwest,918252082,2019-07-26T23:28:56Z,Verre de trop,NA,3469,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Vibration,78129603,2022-05-29T04:19:27Z,,NA,13011,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
NRJ,1572268722,2019-08-18T19:48:58Z,Mon soleil,226,384236,hip_hop,2022,Booba,785c0e9c-89f6-4bf4-8296-443a46632d62,522394
Alouette,1682954137,2020-03-28T04:16:07Z,Let Somebody Go,7,310260,electronic,2022,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1,4814922
Mouv',562148732,2022-04-12T09:57:09Z,,NA,1479842,alternative,2018,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Hotmixradio Hits,1731547567,2022-04-19T15:29:20Z,Palpal,172,384236,pop,2018,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Hitwest,562148732,2018-12-29T08:34:35Z,Venga Mi,NA,9197980,pop,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Champagne FM,770906992,2022-11-07T03:11:32Z,Symphony,165,75491,hip_hop,2022,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a,900257
Wit FM,1544258312,2022-11-06T02:09:49Z,Bad Habits,NA,892,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Champagne FM,1614228192,2022-10-06T15:39:39Z,MAINTENANT,9,198,hip_hop,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Swigg,1662709912,2018-03-13T07:10:09Z,Baila,174,384236,pop,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Ouï FM,2073750487,2022-02-10T11:18:31Z,Forrest,NA,564,pop,2019,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
FG,142706538,2023-01-13T07:44:12Z,Eyes Closed,NA,4050205,hip_hop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Alouette,599314422,2020-04-04T05:17:29Z,,NA,4429712,r&b,2019,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Générations,471571762,2022-12-26T20:22:53Z,3615 Bonheur,200,198,alternative,2023,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Générations,1738831217,2022-08-27T15:27:24Z,1+1 (feat. Amir) [Banx & Ranx Remix],164,12526056,edm,2019,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
FG,79587580,2018-04-19T17:51:54Z,,151,310260,pop,2023,Lady Gaga,650e7db6-b795-4eb5-a702-5ea2fc46c848,522177
Skyrock,1409072752,2022-01-21T22:08:19Z,,160,1412564,pop,2019,Koba LaD,52315221-8b06-4fb1-bfd3-16057aa4f9e1,4814922
Hotmixradio Hits,918252082,2020-04-01T09:37:35Z,Track 5,NA,892,pop,2019,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
RFM,2150767297,2022-10-12T23:55:52Z,,NA,1412564,pop,2019,Alonzo,9ff87295-bdfc-46fc-b605-456cc39d84ca,627192
Voltage FM,709341732,2023-01-09T23:22:24Z,,NA,12526056,hip_hop,2022,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,57633
Virgin Radio,1366461822,2022-03-16T00:36:40Z,La Quête,188,4842061,french_music,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Champagne FM,111482314,2022-03-09T15:28:23Z,Play Hard (feat. Ne-Yo & Akon) [Extended],NA,384236,pop,2022,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Wit FM,1771040717,2023-05-18T00:57:12Z,My Universe,NA,1042268,,2018,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Swigg,1503613682,2022-09-01T02:37:01Z,Alejandro,4,10189104,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Sud radio,1498546032,2019-03-16T07:29:53Z,,230,4803754,hip_hop,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Générations,114438276,2019-12-01T10:59:42Z,Meleğim,245,5288900,edm,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Champagne FM,75867418,2022-01-14T07:17:18Z,,169,3469,rock,2022,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Générations,869941882,2023-03-14T19:02:24Z,Fetty Wap,NA,416239,hip_hop,2020,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
Alouette,112889768,2019-09-02T17:34:07Z,Gasolina (feat. Rsko),NA,604107,alternative,2023,Nekfeu,d721866d-5640-44ee-87f7-23dd062abd8a,900257
Virgin Radio,429974952,2022-12-08T16:06:44Z,DKR,NA,384236,pop,2020,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,57633
Wit FM,1570993672,2018-09-17T17:26:00Z,A Sky Full of Stars,7,384236,,2018,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,62847147,2022-03-26T08:33:40Z,,NA,564,pop,2020,PNL,da04991d-8e8a-43be-9892-1e6342a77410,1936284
Mouv',1763398007,2022-03-11T04:23:27Z,,6,8909272,french_music,2019,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Générations,585387212,2019-07-01T08:48:58Z,Celestial,99,13011,edm,2018,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Swigg,1763398007,2019-04-27T12:33:50Z,Viva La Vida,11,74463,hip_hop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Chérie FM,79587580,2022-04-12T07:43:25Z,Enemy (with JID) - from the series Arcane League of Legends,NA,1042268,pop,2019,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
RTL2,538113022,2022-06-10T04:20:46Z,N.I,170,416239,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Chérie FM,1109737,2022-04-20T05:56:48Z,,NA,14621667,latin_american_music,2023,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Swigg,79587580,2022-02-19T04:48:24Z,,153,1042268,hip_hop,2022,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
RTL2,1529509522,2019-01-31T19:44:09Z,,150,4889156,hip_hop,2019,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,1136202
Swigg,1614228192,2022-11-17T11:41:08Z,Unfaithful - Radio Edit,152,1412564,hip_hop,2019,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,1180989
Fun Radio,14959858,2019-06-15T21:42:12Z,My Universe,170,416239,hip_hop,2022,PLK,55304866-1b79-4365-a6b1-961c95e9fc57,5096340
Champagne FM,562148732,2019-04-03T18:00:59Z,Celestial,NA,14621667,pop,2020,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Générations,3087828,2022-09-01T13:44:17Z,Eyes Closed,194,416239,pop,2023,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
NRJ,1247777092,2022-12-07T11:44:44Z,Démons,4,416239,,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Voltage FM,546875572,2023-01-12T22:07:05Z,Va bene,NA,4803754,hip_hop,2023,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Fun Radio,1682954137,2019-09-02T09:52:33Z,I Feel It Coming,146,13011,pop,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Swigg,106095108,2022-11-03T08:20:05Z,,203,892,pop,2018,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814,3690398
Swigg,1529509522,2022-08-21T19:39:40Z,,166,198,electronic,2019,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
FG,546875672,2018-04-17T13:40:44Z,Papaoutai,152,564,hip_hop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Voltage FM,833604202,2022-03-10T12:30:29Z,,198,1042268,hip_hop,2018,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Générations,1759559587,2020-03-25T13:10:26Z,,216,384236,hip_hop,2022,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
NRJ,581222452,2023-04-15T12:14:21Z,,NA,4803754,electronic,2022,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Swigg,4709950,2019-08-25T11:16:28Z,,186,5288900,hip_hop,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Contact FM,130250890,2019-02-19T18:27:01Z,All By Myself (New Edit - 2008),210,416239,pop,2019,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
FG,114811546,2019-07-04T01:40:14Z,Courage to Change,NA,14621667,hip_hop,2022,Aya Nakamura,cf580d82-3f3e-4b86-8874-7e0fbe794f01,4843823
Champagne FM,473784012,2023-01-12T18:18:49Z,Sacrifice,152,259729,hip_hop,2022,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Virgin Radio,1536491052,2022-03-15T19:34:03Z,,165,416239,pop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Swigg,1969773997,2019-01-05T22:53:15Z,,184,416239,hip_hop,2019,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Générations,1738831217,2022-01-29T22:57:39Z,,261,259467,latin_american_music,2022,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,567274
Mouv',1614228192,2019-06-04T17:49:49Z,Amour toujours,179,5288900,hip_hop,2019,Dua Lipa,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,5250517
NRJ,1801822317,2022-03-19T18:28:33Z,,215,1042268,pop,2023,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Vibration,1573406612,2019-08-09T09:49:33Z,HS (feat. SCH),NA,310260,french_music,2023,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Voltage FM,475164432,2022-02-13T11:24:23Z,Hold My Hand,NA,9197980,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Hotmixradio Hits,1686760107,2019-08-04T23:10:45Z,,NA,564,french_music,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Vibration,2150767297,2022-02-03T16:03:39Z,,187,384236,pop,2022,Timal,b0dfa8b9-cd40-43eb-9472-c02cb1db3297,3964938
Générations,72717410,2018-11-29T19:18:50Z,Hold My Hand,NA,384236,hip_hop,2022,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Contact FM,1573406512,2019-01-15T18:05:36Z,Balader,NA,4429712,pop,2022,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Vibration,600107882,2023-03-17T11:02:56Z,,NA,604107,hip_hop,2022,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Fun Radio,579892872,2023-04-07T14:22:17Z,Talk,NA,259467,hip_hop,2019,Lomepal,5386511f-b7bd-4058-9b5e-2c5dc426e1c9,1180989
Contact FM,576858022,2023-03-15T09:30:22Z,,NA,416239,hip_hop,2022,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Hotmixradio Hits,1570993672,2022-05-21T17:09:09Z,,181,1042268,edm,2022,PLK,55304866-1b79-4365-a6b1-961c95e9fc57,5096340
Champagne FM,1406939652,2020-04-02T03:52:44Z,I'm Good (Blue),107,12526056,pop,2018,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,4884911
Wit FM,1390738122,2019-11-29T21:53:19Z,,NA,4803754,hip_hop,2018,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Chérie FM,1518077862,2022-07-08T11:39:54Z,Higher Power,6,10189104,hip_hop,2022,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Voltage FM,615570462,2022-08-04T21:29:33Z,,185,259729,pop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Swigg,2196044807,2018-10-28T10:39:48Z,La street,136,5288900,french_music,2019,OBOY,66ffca84-c76f-416b-9371-89ccb7bb9da6,5686598
NRJ,469896122,2022-06-17T03:55:10Z,Bones,6,3469,hip_hop,2022,The Weeknd,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,856411
Wit FM,429975052,2019-01-24T23:30:05Z,Man Down,3,310260,pop,2018,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Vibration,504056042,2022-06-04T08:25:05Z,,NA,384236,,2023,Lacrim,10df38da-1292-4881-bd96-c6dfead3934b,859596
Swigg,546875592,2019-08-08T17:48:28Z,,NA,384236,hip_hop,2022,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
FG,1366461812,2023-05-17T08:22:51Z,Enemy (with JID) - from the series Arcane League of Legends,163,384236,hip_hop,2019,GIMS,b2fbd053-4380-412c-95d2-35c6da8f1011,5263805
Wit FM,1518077862,2022-03-07T12:19:32Z,Papaoutai,2,4803754,hip_hop,2018,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814,3690398
NRJ,1171629,2018-05-21T08:16:57Z,Venga Mi,203,384236,electronic,2023,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,6403312
Champagne FM,1555331592,2022-02-18T06:42:40Z,,213,13011,electronic,2022,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,572836
Beur FM,1614510332,2022-11-04T10:24:11Z,Don't Start Now,NA,310260,hip_hop,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
Chante France,1567617182,2020-03-27T00:49:54Z,2step,9,3469,edm,2018,Clara Luciani,a6386935-e6ee-4aaa-aaa8-70f56b79bc29,4290170
Wit FM,14519027,2022-03-14T08:10:34Z,L’enfer,NA,892,hip_hop,2018,Naps,ce155ad5-afc8-4398-bf38-c99f02cd0814,3690398
Hitwest,67234288,2022-03-21T02:13:24Z,,159,4803754,,2019,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Champagne FM,1738308487,2022-04-18T18:18:00Z,Dégaine (feat. Damso),158,3469,alternative,2023,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Mouv',1457107762,2022-12-18T12:53:33Z,,152,75491,alternative,2022,Imagine Dragons,012151a8-0f9a-44c9-997f-ebd68b5389f9,1188385
kiss fm,1103920482,2019-03-09T22:50:44Z,,NA,74463,french_music,2020,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,828329
Voltage FM,1536650952,2022-06-02T20:15:38Z,,171,10725097,pop,2018,Angèle,dcd4701d-64ec-443d-bfbf-73fc87c44bd6,4807932
Mouv',546875592,2019-10-31T19:43:55Z,,139,5175734,hip_hop,2023,Niska,e369e789-6f07-4ce8-a70f-e136bc57bf3b,4873189
Chérie FM,1578173692,2022-04-10T21:16:52Z,Médicament,118,13011,pop,2018,Ed Sheeran,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,860349
Wit FM,614307,2020-04-20T03:26:38Z,Désaccordé,154,4889156,hip_hop,2022,Gazo,dae7d996-38fe-4578-bf75-1e2510f522bb,5496198
Générations,3154024,2022-07-29T16:43:05Z,Less Than Zero,169,12526056,pop,2022,Eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,57633
Skyrock,1574666,2022-12-20T09:52:34Z,Chrome Hearts,202,564,hip_hop,2022,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,627188
Chérie FM,1352360622,2022-05-15T12:41:49Z,Fire Meet Gasoline,NA,416239,electronic,2019,Orelsan,6cad3ce5-6380-4594-a8da-ae7d273b683d,789245
Skyrock,435477392,2019-09-05T00:30:48Z,,152,892,electronic,2020,Coldplay,cc197bad-dc9c-440d-a5b5-d52ba2e14234,555560
Contact FM,659688492,2019-11-15T17:20:06Z,La grenade,4,198,pop,2019,Rihanna,73e5e69d-3554-40d8-8516-00cb38737a1c,520084
